publish date,post title,title,ONS website taxonomy,Related taxonomy’s,Type Codes,New ONS Type Tag,Post Content,keywords,visual url,Type Tags Used
15.01.15,How well does my job pay? ,How well does my job pay,/employmentandlabourmarket/peopleinwork/earningsandworkinghours,"/employmentandlabourmarket/peopleinwork/earningsandworkinghours/timeseries/ybuy/lms,/employmentandlabourmarket/peopleinwork/earningsandworkinghours/timeseries/kai7/emp",1,Article,"Hyperlinks;
Related links","Employment and labour market; 
People,population and community; 
Earnings",https://visual.ons.gov.uk/interactive-how-well-does-my-job-pay/,Interactive
